Item_ID;UNIT;Block;Block_Seq;Grade;Subject;Cycle;Secured_Status;Scaling_Status;Content_Domain;Topic_Area;Topic;Performance_Objective;Cognitive_Domain;Item_Type;Options;Key;Maximum_Points;Label;a;b;c;Biology_Knowing;Biology_Applying;Biology_Reasoning;Chemistry_Knowing;Chemistry_Applying;Chemistry_Reasoning;Physics_Knowing;Physics_Applying;Physics_Reasoning;Earth_Knowing;Earth_Applying;Earth_Reasoning
S052026;;S11;7;8;S;5;Secured;Yes;Chemistry;Chemical_Change;1;A;Knowing;MC;4;D;1;Example_of_chemical_change_;0.58083;0.34798;0.33137;0;0;0;1;0;0;0;0;0;0;0;0
S052028;;S11;9;8;S;5;Secured;Yes;Physics;Electricity_and_Magnetism;2;B;Applying;MC;4;A;1;Electromagnet_attracting_needles;0.89615;0.59506;0.30421;0;0;0;0;0;0;0;1;0;0;0;0
S052030;;S02;3;8;S;5;Yes;Yes;Biology;Ecosystems;2;;Reasoning;MC;4;B;1;Water_travels_through_a_plant;0.82118;0.94435;0.2675;0;0;1;0;0;0;0;0;0;0;0;0
S052032;;S02;13;8;S;5;Yes;Yes;Earth_Science;Earth�s_Processes_Cycles_and_History;1;;Reasoning;CR;;;1;Evidence_continents_were_joined;1.15631;1.10086;0;0;0;0;0;0;0;0;0;0;0;0;1
S052038;;S11;12;8;S;5;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;2;A;Knowing;MC;4;C;1;Energy_for_water_cycle;1.00159;1.02421;0.29161;0;0;0;0;0;0;0;0;0;1;0;0
S052043Z;;S03;07Z;8;S;5;Restricted_Use;Yes;Chemistry;Properties_of_Matter;4;C;Applying;CR;;;1;Neutralizing_wasp_venom_(DERIVED);0.50293;1.20055;0;0;0;0;0;1;0;0;0;0;0;0;0
S052046;;S02;8;8;S;5;Yes;Yes;Chemistry;Chemical_Change;3;;Knowing;MC;4;D;1;Fire_put_out_by_blanket;1.58507;-0.44702;0.35346;0;0;0;1;0;0;0;0;0;0;0;0
S052051;;S11;6;8;S;5;Secured;Yes;Chemistry;Properties_of_Matter;2;B;Reasoning;CR;;;1;Is_element_metal_or_nonmetal;1.05306;0.68317;0;0;0;0;0;0;1;0;0;0;0;0;0
S052054;;S13;7;8;S;5;Secured;Yes;Chemistry;Properties_of_Matter;3;C;Applying;CR;;;1;Why_Solution_2_is_paler_than_1;0.76374;-0.39095;0;0;0;0;0;1;0;0;0;0;0;0;0
S052063;;S06;9;8;S;5;Restricted_Use;Yes;Chemistry;Chemical_Change;2;B;Knowing;MC;4;C;1;Chemical_process_releases_energy;0.67277;0.62688;0.18907;0;0;0;1;0;0;0;0;0;0;0;0
S052069;;S13;2;8;S;5;Secured;Yes;Biology;Cells_and_Their_Functions;1;C;Knowing;MC;4;C;1;Organism_with_cell_walls;1.1814;0.80902;0.34181;1;0;0;0;0;0;0;0;0;0;0;0
S052071;;S06;2;8;S;5;Restricted_Use;Yes;Biology;Characteristics_and_Life_Processes_of_Organisms;3;A;Applying;MC;4;C;1;Birds_puff_up_feathers_in_cold_;1.32561;0.50987;0.18195;0;1;0;0;0;0;0;0;0;0;0;0
S052076;;S09;1;8;S;5;Secured;Yes;Biology;Human_Health;2;B;Knowing;MC;4;A;1;Best_source_of_carbohydrates;0.88296;0.49688;0.24651;1;0;0;0;0;0;0;0;0;0;0;0
S052080;;S02;4;8;S;5;Yes;Yes;Biology;Human_Health;1;;Knowing;MC;4;D;1;Foods_diabetics_should_avoid;0.66541;0.25481;0.30296;1;0;0;0;0;0;0;0;0;0;0;0
S052085A;S052085;S09;03A;8;S;5;Secured;Yes;Biology;Diversity_Adaptation_and_Natural_Selection;1;A;Reasoning;CR;;;1;Crocodile_facts:_Why_well_suited;1.00949;1.27685;0;0;0;1;0;0;0;0;0;0;0;0;0
S052085B;S052085;S09;03B;8;S;5;Secured;Yes;Biology;Diversity_Adaptation_and_Natural_Selection;1;A;Reasoning;CR;;;1;Crocodile_facts:_Advantage_vision;1.07165;0.05225;0;0;0;1;0;0;0;0;0;0;0;0;0
S052088;;S02;2;8;S;5;Yes;Yes;Biology;Diversity_Adaptation_and_Natural_Selection;2;;Applying;MC;4;A;1;Layers_of_rock_with_fossils;0.99902;-0.15641;0.23684;0;1;0;0;0;0;0;0;0;0;0;0
S052090A;S052090;S11;01A;8;S;5;Secured;Yes;Biology;Human_Health;1;A;Knowing;MC;4;A;1;Influenza:_Cause_;0.41833;-0.16252;0.32533;1;0;0;0;0;0;0;0;0;0;0;0
S052090B;S052090;S11;01B;8;S;5;Secured;Yes;Biology;Human_Health;1;A;Knowing;CR;;;1;Influenza:_How_is_it_spread;0.60832;1.80482;0;1;0;0;0;0;0;0;0;0;0;0;0
S052091;;S02;5;8;S;5;Yes;Yes;Biology;Ecosystems;2;;Reasoning;CR;;;1;Mayor_wants_to_plant_trees;0.83424;0.16904;0;0;0;1;0;0;0;0;0;0;0;0;0
S052093;;S02;1;8;S;5;Yes;Yes;Biology;Life_Cycles_Reproduction_and_Heredity;3;;Applying;MC;4;C;1;Genetic_makeup_of_twins;0.57884;-1.42583;0.2987;0;1;0;0;0;0;0;0;0;0;0;0
S052094;;S09;4;8;S;5;Secured;Yes;Biology;Life_Cycles_Reproduction_and_Heredity;1;A;Applying;CR;;;1;Similarity_between_bird_and_frog;0.61166;1.04674;0;0;1;0;0;0;0;0;0;0;0;0;0
S052095Z;;S13;05Z;8;S;5;Secured;Yes;Biology;Ecosystems;3;B;Applying;CR;;;1;Garden_with_bird_feeder_(DERIVED);0.53701;-0.21955;0;0;1;0;0;0;0;0;0;0;0;0;0
S052096;;S06;13;8;S;5;Restricted_Use;Yes;Earth_Science;Earth_s_Resources_Their_Use_and_Conservation;1;A;Knowing;MC;4;A;1;Non-renewable_energy_source;0.90067;0.06986;0.28065;0;0;0;0;0;0;0;0;0;1;0;0
S052099;;S11;13;8;S;5;Secured;Yes;Earth_Science;Earth_s_Resources_Their_Use_and_Conservation;1;C;Applying;CR;;;1;Trees_protect_soil_from_erosion;0.86027;0.76182;0;0;0;0;0;0;0;0;0;0;0;1;0
S052101;;S09;12;8;S;5;Secured;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;1;A;Reasoning;CR;;;1;Information_from_volcanic_eruption;0.58959;0.77875;0;0;0;0;0;0;0;0;0;0;0;0;1
S052106;;S02;14;8;S;5;Yes;Yes;Earth_Science;Earth_s_Resources_Their_Use_and_Conservation;2;;Applying;CR;;;1;Advantage_of_terracing_method;0.74785;0.94766;0;0;0;0;0;0;0;0;0;0;0;1;0
S052107;;S09;14;8;S;5;Secured;Yes;Earth_Science;Earth_in_the_Solar_System_and_the_Universe;1;A;Applying;MC;4;C;1;Constellation_below_horizon;0.98463;1.25466;0.1725;0;0;0;0;0;0;0;0;0;0;1;0
S052110;;S06;15;8;S;5;Restricted_Use;Yes;Earth_Science;Earth_in_the_Solar_System_and_the_Universe;2;A;Applying;CR;;;1;Weight_less_on_Moon_than_Earth;0.90621;1.07285;0;0;0;0;0;0;0;0;0;0;0;1;0
S052112A;S052112;S13;11A;8;S;5;Secured;Yes;Earth_Science;Earth_in_the_Solar_System_and_the_Universe;2;A;Applying;MC;4;D;1;Planets:_Shortest_day_length;0.80924;0.35401;0.32078;0;0;0;0;0;0;0;0;0;0;1;0
S052112B;S052112;S13;11B;8;S;5;Secured;Yes;Earth_Science;Earth_in_the_Solar_System_and_the_Universe;2;A;Reasoning;CR;;;1;Planets:_Distance_from_Sun_;1.04514;0.83572;0;0;0;0;0;0;0;0;0;0;0;0;1
S052113;;S09;13;8;S;5;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;3;B;Applying;MC;4;A;1;Climate_of_city_near_Equator;1.71261;0.53534;0.29397;0;0;0;0;0;0;0;0;0;0;1;0
S052118;;S11;14;8;S;5;Secured;Yes;Earth_Science;Earth_in_the_Solar_System_and_the_Universe;1;C;Reasoning;CR;;;1;Claim_that_moon_travels_around_Sun;0.86982;1.2409;0;0;0;0;0;0;0;0;0;0;0;0;1
S052125;;S06;6;8;S;5;Restricted_Use;Yes;Biology;Characteristics_and_Life_Processes_of_Organisms;2;A;Applying;MC;4;D;1;Body_parts_as_organ_systems;0.89768;1.09914;0.45577;0;1;0;0;0;0;0;0;0;0;0;0
S052130;;S11;8;8;S;5;Secured;Yes;Physics;Physical_States_and_Changes_in_Matter;1;B;Knowing;MC;4;D;1;Gas_inside_ping-pong_ball;1.0053;1.16506;0.21864;0;0;0;0;0;0;1;0;0;0;0;0
S052134;;S13;6;8;S;5;Secured;Yes;Chemistry;Composition_of_Matter;2;C;Knowing;MC;4;B;1;Number_of_atoms_in_NaOH;2.03947;1.39924;0.30354;0;0;0;1;0;0;0;0;0;0;0;0
S052136;;S02;7;8;S;5;Yes;Yes;Chemistry;Classification_and_Composition_of_Matter;2;;Reasoning;CR;;;1;List_two_substances_that_are_metal;0.83006;0.15727;0;0;0;0;0;0;1;0;0;0;0;0;0
S052141;;S06;12;8;S;5;Restricted_Use;Yes;Physics;Forces_and_Motion;2;B;Applying;CR;;;1;Pressure_from_wooden_block;1.22147;0.89166;0;0;0;0;0;0;0;0;1;0;0;0;0
S052144;;S09;9;8;S;5;Secured;Yes;Physics;Physical_States_and_Changes_in_Matter;1;A;Knowing;MC;4;D;1;Easy_to_compress_gases;1.29409;0.74192;0.27831;0;0;0;0;0;0;1;0;0;0;0;0
S052145;;S06;7;8;S;5;Restricted_Use;Yes;Chemistry;Properties_of_Matter;1;B;Reasoning;CR;;;1;State_of_water_mercury_iron;1.27416;0.42557;0;0;0;0;0;0;1;0;0;0;0;0;0
S052146;;S09;6;8;S;5;Secured;Yes;Chemistry;Properties_of_Matter;2;A;Applying;CR;;;1;Density_of_corn_oil_and_aluminum;0.99253;0.38897;0;0;0;0;0;1;0;0;0;0;0;0;0
S052150;;S13;8;8;S;5;Secured;Yes;Chemistry;Chemical_Change;1;A;Knowing;MC;4;D;1;Which_is_a_physical_change;0.82869;1.21115;0.21296;0;0;0;1;0;0;0;0;0;0;0;0
S052152;;S02;6;8;S;5;Yes;Yes;Chemistry;Classification_and_Composition_of_Matter;4;;Applying;MC;4;C;1;Atoms_in_a_crushed_can;1.50015;0.78129;0.16877;0;0;0;0;1;0;0;0;0;0;0;0
S052159;;S03;11;8;S;5;Restricted_Use;Yes;Physics;Forces_and_Motion;2;A;Knowing;MC;4;D;1;Moving_log_with_bar_and_stone;0.49691;0.36494;0.38503;0;0;0;0;0;0;1;0;0;0;0;0
S052165A;S052165;S02;11A;8;S;5;Yes;Yes;Physics;Energy_Transformations_Heat_and_Temperature;1;;Knowing;CR;;;1;Water_wheel:_Energy_of_tank_water_;0.8667;1.38461;0;0;0;0;0;0;0;1;0;0;0;0;0
S052165B;S052165;S02;11B;8;S;5;Yes;Yes;Physics;Energy_Transformations_Heat_and_Temperature;1;;Knowing;CR;;;1;Water_wheel:_Energy_before_wheel;0.71795;1.12393;0;0;0;0;0;0;0;1;0;0;0;0;0
S052165C;S052165;S02;11C;8;S;5;Yes;Yes;Physics;Energy_Transformations_Heat_and_Temperature;1;;Reasoning;CR;;;1;Water_wheel:_Faster_rotation;0.88876;0.86361;0;0;0;0;0;0;0;0;0;1;0;0;0
S052179;;S03;9;8;S;5;Restricted_Use;Yes;Physics;Energy_Transformation_and_Transfer;2;C;Applying;MC;4;B;1;Temperature_of_three_containers;0.90366;1.04447;0.21824;0;0;0;0;0;0;0;1;0;0;0;0
S052189;;S11;10;8;S;5;Secured;Yes;Chemistry;Properties_of_Matter;3;D;Reasoning;CR;;;1;Paint_chip_in_test_tubes;1.08518;0.42406;0;0;0;0;0;0;1;0;0;0;0;0;0
S052192;;S06;10;8;S;5;Restricted_Use;Yes;Physics;Light_and_Sound;1;C;Reasoning;MC;4;A;1;Mirror_behind_screen;1.40323;0.2472;0.09151;0;0;0;0;0;0;0;0;1;0;0;0
S052194;;S03;8;8;S;5;Restricted_Use;Yes;Physics;Physical_States_and_Changes_in_Matter;1;A;Reasoning;MC;4;C;1;Particles_in_Samples_X_and_Y;1.14824;0.77398;0.21298;0;0;0;0;0;0;0;0;1;0;0;0
S052206;;S13;10;8;S;5;Secured;Yes;Physics;Electricity_and_Magnetism;2;A;Knowing;MC;4;A;1;Two_bar_magnets_repelling_;1.13348;0.50952;0.21098;0;0;0;0;0;0;1;0;0;0;0;0
S052207;;S02;10;8;S;5;Yes;Yes;Physics;Forces_and_Motion;2;;Knowing;CR;;;1;In_which_liquid_would_object_float;1.06471;0.65087;0;0;0;0;0;0;0;1;0;0;0;0;0
S052214;;S09;10;8;S;5;Secured;Yes;Physics;Forces_and_Motion;1;A;Reasoning;CR;;;1;Recognize_liquids_from_density;0.99538;0.32644;0;0;0;0;0;0;0;0;0;1;0;0;0
S052217;;S11;11;8;S;5;Secured;Yes;Physics;Forces_and_Motion;2;C;Applying;MC;4;B;1;Water_pressure_on_fish;0.73691;1.01488;0.27328;0;0;0;0;0;0;0;1;0;0;0;0
S052232;;S06;11;8;S;5;Restricted_Use;Yes;Physics;Forces_and_Motion;3;B;Reasoning;MC;4;D;1;Bell_on_Rami_s_bike;0.4599;1.55738;0.19792;0;0;0;0;0;0;0;0;1;0;0;0
S052233;;S03;10;8;S;5;Restricted_Use;Yes;Physics;Forces_and_Motion;1;A;Reasoning;CR;;;1;Object_X_floating_in_Liquids_A,B,C;0.75512;1.49023;0;0;0;0;0;0;0;0;0;1;0;0;0
S052243A;S052243;S13;09A;8;S;5;Secured;Yes;Physics;Electricity_and_Magnetism;1;B;Reasoning;CR;;;1;Model_flashlight:_Bulb_won_t_light;0.6239;0.38824;0;0;0;0;0;0;0;0;0;1;0;0;0
S052243B;S052243;S13;09B;8;S;5;Secured;Yes;Physics;Electricity_and_Magnetism;1;B;Applying;CR;;;1;Model_flashlight:_2_parallel_bulbs;0.77815;0.40627;0;0;0;0;0;0;0;0;1;0;0;0;0
S052243C;S052243;S13;09C;8;S;5;Secured;Yes;Physics;Electricity_and_Magnetism;1;C;Reasoning;MC;4;C;1;Model_flashlights:_Comparison_;0.70511;1.06966;0.20293;0;0;0;0;0;0;0;0;1;0;0;0
S052246;;S06;3;8;S;5;Restricted_Use;Yes;Biology;Diversity_Adaptation_and_Natural_Selection;2;B;Applying;MC;4;A;1;Limbs_from_different_organisms;0.92095;0.89795;0.23236;0;1;0;0;0;0;0;0;0;0;0;0
S052248;;S09;5;8;S;5;Secured;Yes;Biology;Diversity_Adaptation_and_Natural_Selection;1;B;Applying;MC;4;B;1;Cavefish_with_no_eyes;1.01032;1.4868;0.35568;0;1;0;0;0;0;0;0;0;0;0;0
S052254;;S02;9;8;S;5;Yes;Yes;Chemistry;Properties_of_Matter;2;;Reasoning;MC;4;A;1;Water_splitting_rock;0.82642;1.11999;0.20646;0;0;0;0;0;1;0;0;0;0;0;0
S052256;;S03;6;8;S;5;Restricted_Use;Yes;Chemistry;Properties_of_Matter;3;B;Applying;MC;4;D;1;Cause_distilled_water_taste;1.14983;0.76156;0.19369;0;0;0;0;1;0;0;0;0;0;0;0
S052261;;S03;1;8;S;5;Restricted_Use;Yes;Biology;Characteristics_and_Life_Processes_of_Organisms;3;A;Knowing;MC;4;B;1;Why_people_shiver_when_cold;0.98118;0.75422;0.23435;1;0;0;0;0;0;0;0;0;0;0;0
S052262;;S11;2;8;S;5;Secured;Yes;Biology;Characteristics_and_Life_Processes_of_Organisms;2;C;Applying;MC;4;A;1;Biceps_and_triceps_;0.82098;0.78978;0.24877;0;1;0;0;0;0;0;0;0;0;0;0
S052263A;S052263;S03;03A;8;S;5;Restricted_Use;Yes;Biology;Cells_and_Their_Functions;2;B;Reasoning;CR;;;1;Cellular_respiration:_tubes_1_&_2;1.38608;1.27695;0;0;0;1;0;0;0;0;0;0;0;0;0
S052263B;S052263;S03;03B;8;S;5;Restricted_Use;Yes;Biology;Cells_and_Their_Functions;2;B;Reasoning;CR;;;1;Cellular_respiration:_tube_4;1.6266;1.01751;0;0;0;1;0;0;0;0;0;0;0;0;0
S052265;;S03;4;8;S;5;Restricted_Use;Yes;Biology;Life_Cycles_Reproduction_and_Heredity;2;B;Applying;CR;;;1;Manx_cats_bred_together;0.81032;0.9048;0;0;1;0;0;0;0;0;0;0;0;0;0
S052267;;S11;3;8;S;5;Secured;Yes;Biology;Life_Cycles_Reproduction_and_Heredity;2;C;Knowing;MC;4;C;1;Acquired_characteristics;1.00316;0.76234;0.21577;1;0;0;0;0;0;0;0;0;0;0;0
S052272;;S09;2;8;S;5;Secured;Yes;Biology;Ecosystems;3;A;Reasoning;CR;;;1;Trout_and_frog_populations;1.11515;-0.02766;0;0;0;1;0;0;0;0;0;0;0;0;0
S052276;;S06;4;8;S;5;Restricted_Use;Yes;Biology;Human_Health;2;B;Knowing;MC;4;D;1;Good_source_of_calcium;0.68676;0.09389;0.22132;1;0;0;0;0;0;0;0;0;0;0;0
S052280;;S03;5;8;S;5;Restricted_Use;Yes;Chemistry;Properties_of_Matter;2;B;Knowing;MC;4;A;1;Property_of_nonmetals;0.97648;0.4534;0.26663;0;0;0;1;0;0;0;0;0;0;0;0
S052282;;S09;7;8;S;5;Secured;Yes;Chemistry;Properties_of_Matter;2;B;Knowing;MC;4;C;1;Property_of_acid_and_base;0.82805;0.77241;0.17697;0;0;0;1;0;0;0;0;0;0;0;0
S052289A;S052289;S03;12A;8;S;5;Restricted_Use;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;1;D;Applying;MC;4;C;1;Artesian_water:_Moving_up_pipe;0.84072;-0.91081;0.27916;0;0;0;0;0;0;0;0;0;0;1;0
S052289B;S052289;S03;12B;8;S;5;Restricted_Use;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;1;D;Applying;MC;4;A;1;Artesian_water:_Difference_in_flow;0.56337;0.73572;0.13998;0;0;0;0;0;0;0;0;0;0;1;0
S052289C;S052289;S03;12C;8;S;5;Restricted_Use;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;1;D;Applying;CR;;;1;Artesian_water:_Temperature;0.82223;0.74552;0;0;0;0;0;0;0;0;0;0;0;1;0
S052294;;S13;12;8;S;5;Secured;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;2;B;Knowing;MC;4;A;1;Temperature_outside_an_airplane;1.10484;-0.03894;0.18529;0;0;0;0;0;0;0;0;0;1;0;0
S052297;;S02;12;8;S;5;Yes;Yes;Earth_Science;Earth�s_Processes_Cycles_and_History;1;;Knowing;MC;4;B;1;Holes_in_volcanic_rocks;0.83109;0.25128;0.27653;0;0;0;0;0;0;0;0;0;1;0;0
S052299;;S09;8;8;S;5;Secured;Yes;Chemistry;Chemical_Change;1;C;Knowing;MC;4;B;1;Process_that_makes_statue_dark;1.17434;0.33015;0.28658;0;0;0;1;0;0;0;0;0;0;0;0
S052303A;S052303;S06;05A;8;S;5;Restricted_Use;Yes;Biology;Ecosystems;3;B;Applying;MC;4;B;1;Pond:_Fish_eat_mosquito_larvae;0.60905;-0.00762;0.24651;0;1;0;0;0;0;0;0;0;0;0;0
S052303B;S052303;S06;05B;8;S;5;Restricted_Use;Yes;Biology;Ecosystems;4;B;Reasoning;CR;;;1;Pond:_Adding_more_fish_;0.73805;0.54057;0;0;0;1;0;0;0;0;0;0;0;0;0
S062004;;S10;11;8;S;6;Secured;Yes;Chemistry;Composition_of_Matter;2;A;Knowing;MC;4;B;1;Block_pounded_into_flat_sheet;1.83559;0.82523;0.17132;0;0;0;1;0;0;0;0;0;0;0;0
S062005;;S10;9;8;S;6;Secured;Yes;Chemistry;Composition_of_Matter;2;A;Applying;CR;;;1;Syringes_with_solid_and_air;1.30856;0.63824;0;0;0;0;0;1;0;0;0;0;0;0;0
S062006;;S12;6;8;S;6;Secured;Yes;Chemistry;Composition_of_Matter;2;C;Knowing;CR;;;1;Atoms_in_nitric_acid;1.01553;0.40193;0;0;0;0;1;0;0;0;0;0;0;0;0
S062007;;S08;2;8;S;6;Secured;Yes;Chemistry;Composition_of_Matter;2;C;Applying;MC;4;D;1;Models_of_carbon_dioxide;1.18254;0.46448;0.19232;0;0;0;0;1;0;0;0;0;0;0;0
S062010;;S02;5;8;S;6;Restricted_Use;Yes;Chemistry;Properties_of_Matter;1;A;Knowing;CR;;;1;Physical_or_chemical_property_(DERIVED);0.52441;0.79454;0;0;0;0;1;0;0;0;0;0;0;0;0
S062022;;S14;14;8;S;6;Secured;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;1;C;Knowing;CR;;;1;Fresh_water_or_salt_water_(DERIVED);0.59568;0.62718;0;0;0;0;0;0;0;0;0;0;1;0;0
S062024A;S062024;S04;14A;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;1;A;Knowing;MC;4;A;1;Forming_layered_rock;0.57498;0.93656;0.23664;0;0;0;0;0;0;0;0;0;1;0;0
S062024B;S062024;S04;14B;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;1;A;Applying;CR;;;1;Shaping_rock_formations;0.78227;1.4998;0;0;0;0;0;0;0;0;0;0;0;1;0
S062032;;S10;5;8;S;6;Secured;Yes;Physics;Physical_States_and_Changes_in_Matter;2;D;Reasoning;MC;4;C;1;Hot_metal_ball_on_balance;1.7792;1.4483;0.29617;0;0;0;0;0;0;0;0;1;0;0;0
S062033;;S12;13;8;S;6;Secured;Yes;Physics;Physical_States_and_Changes_in_Matter;1;A;Reasoning;CR;;;1;Pressure_applied_to_pistons;1.14294;0.67277;0;0;0;0;0;0;0;0;0;1;0;0;0
S062035;;S08;8;8;S;6;Secured;Yes;Physics;Physical_States_and_Changes_in_Matter;2;C;Knowing;MC;4;C;1;Heating_water_on_a_stove;1.01642;0.99625;0.19841;0;0;0;0;0;0;1;0;0;0;0;0
S062037;;S12;14;8;S;6;Secured;Yes;Physics;Energy_Transformation_and_Transfer;1;B;Applying;MC;4;A;1;Toy_car_powered_by_battery;0.89099;0.698;0.32585;0;0;0;0;0;0;0;1;0;0;0;0
S062042;;S14;8;8;S;6;Secured;Yes;Physics;Electricity_and_Magnetism;1;A;Applying;CR;;;1;Parts_of_incandescent_light_bulb;0.71756;0.66736;0;0;0;0;0;0;0;0;1;0;0;0;0
S062043;;S10;6;8;S;6;Secured;Yes;Physics;Electricity_and_Magnetism;2;B;Knowing;CR;;;1;Electromagnet_and_paper_clips;0.91308;0.90215;0;0;0;0;0;0;0;1;0;0;0;0;0
S062044;;S02;8;8;S;6;Restricted_Use;Yes;Physics;Energy_Transformation_and_Transfer;2;A;Reasoning;MC;4;D;1;Metal_rods_in_basin_of_water;1.07047;1.3384;0.11883;0;0;0;0;0;0;0;0;1;0;0;0
S062046;;S02;9;8;S;6;Restricted_Use;Yes;Physics;Electricity_and_Magnetism;2;A;Reasoning;CR;;;1;Two_magnets_pick_up_paper_clips;0.85473;0.17648;0;0;0;0;0;0;0;0;0;1;0;0;0
S062047;;S14;7;8;S;6;Secured;Yes;Physics;Light_and_Sound;1;B;Knowing;CR;;;1;Absorbed_or_reflected_light_(DERIVED);0.48827;0.71646;0;0;0;0;0;0;0;1;0;0;0;0;0
S062050;;S04;11;8;S;6;Secured;Yes;Chemistry;Properties_of_Matter;4;B;Reasoning;CR;;;1;Cabbage_juice_pH_indicators;0.97921;0.94397;0;0;0;0;0;0;1;0;0;0;0;0;0
S062051;;S02;7;8;S;6;Restricted_Use;Yes;Chemistry;Properties_of_Matter;4;A;Applying;CR;;;1;Color_of_solution_with_pH_indicator;0.88563;0.84438;0;0;0;0;0;1;0;0;0;0;0;0;0
S062055;;S08;1;8;S;6;Secured;Yes;Chemistry;Chemical_Change;2;B;Knowing;MC;4;A;1;Process_absorbing_light_energy;0.9954;0.13988;0.4633;0;0;0;1;0;0;0;0;0;0;0;0
S062056;;S14;11;8;S;6;Secured;Yes;Chemistry;Chemical_Change;1;B;Reasoning;CR;;;1;Mary_has_a_light_stick;1.0926;0.45948;0;0;0;0;0;0;1;0;0;0;0;0;0
S062064;;S04;4;8;S;6;Secured;Yes;Biology;Characteristics_and_Life_Processes_of_Organisms;2;B;Reasoning;CR;;;1;Bones_of_a_bird_are_hollow;0.899;-0.37466;0;0;0;1;0;0;0;0;0;0;0;0;0
S062067;;S12;7;8;S;6;Secured;Yes;Chemistry;Properties_of_Matter;3;D;Reasoning;CR;;;1;Rate_of_sugar_dissolving_;0.82878;0.39971;0;0;0;0;0;0;1;0;0;0;0;0;0
S062075;;S10;10;8;S;6;Secured;Yes;Chemistry;Chemical_Change;2;A;Reasoning;MC;4;D;1;Hugo_s_chemical_reaction;1.07301;0.78013;0.34271;0;0;0;0;0;1;0;0;0;0;0;0
S062089;;S12;5;8;S;6;Secured;Yes;Biology;Ecosystems;3;C;Knowing;MC;4;D;1;Symbiosis_between_two_organisms;1.30133;0.95823;0.15266;1;0;0;0;0;0;0;0;0;0;0;0
S062090;;S10;1;8;S;6;Secured;Yes;Biology;Ecosystems;2;B;Knowing;MC;4;C;1;Water_cycle_in_forest_ecosystem;0.98805;0.11953;0.33535;1;0;0;0;0;0;0;0;0;0;0;0
S062091A;S062091;S14;01A;8;S;6;Secured;Yes;Biology;Ecosystems;1;C;Applying;MC;4;B;1;Producers_in_food_web;1.05232;-0.52301;0.38358;0;1;0;0;0;0;0;0;0;0;0;0
S062091B;S062091;S14;01B;8;S;6;Secured;Yes;Biology;Ecosystems;1;C;Applying;MC;4;C;1;Eat_only_plants_in_food_web;0.56968;-1.05555;0.25;0;1;0;0;0;0;0;0;0;0;0;0
S062094;;S02;2;8;S;6;Restricted_Use;Yes;Biology;Characteristics_and_Life_Processes_of_Organisms;1;B;Knowing;MC;4;B;1;Classify_animal_with_these_features;0.98447;0.43867;0.1812;1;0;0;0;0;0;0;0;0;0;0;0
S062097;;S14;3;8;S;6;Secured;Yes;Biology;Characteristics_and_Life_Processes_of_Organisms;3;A;Reasoning;MC;4;A;1;Kate_s_heart_and_breathing_rates;0.91218;0.36343;0.15097;0;0;1;0;0;0;0;0;0;0;0;0
S062099;;S04;1;8;S;6;Secured;Yes;Biology;Cells_and_Their_Functions;1;A;Knowing;MC;4;B;1;Cell_development_in_young_animals;0.82666;0.2676;0.13667;1;0;0;0;0;0;0;0;0;0;0;0
S062100;;S14;2;8;S;6;Secured;Yes;Biology;Cells_and_Their_Functions;1;D;Applying;CR;;;1;Cell_structure_of_fossils;0.88432;0.33683;0;0;1;0;0;0;0;0;0;0;0;0;0
S062103A;S062103;S02;04A;8;S;6;Restricted_Use;Yes;Biology;Cells_and_Their_Functions;2;A;Reasoning;MC;4;C;1;Photosynthesis_and_sunlight;1.16534;0.62072;0.27075;0;0;1;0;0;0;0;0;0;0;0;0
S062106;;S04;3;8;S;6;Secured;Yes;Biology;Life_Cycles_Reproduction_and_Heredity;2;A;Knowing;MC;4;D;1;Characteristics_of_young_rabbits_;0.65068;-1.06405;0;1;0;0;0;0;0;0;0;0;0;0;0
S062112;;S12;2;8;S;6;Secured;Yes;Biology;Human_Health;1;B;Applying;CR;;;1;Tony_gets_the_measles;0.55449;0.06929;0;0;1;0;0;0;0;0;0;0;0;0;0
S062116A;S062116;S08;06A;8;S;6;Secured;Yes;Biology;Ecosystems;4;A;Reasoning;CR;;;1;Population_change_years_2-3;1.15613;0.58049;0;0;0;1;0;0;0;0;0;0;0;0;0
S062116B;S062116;S08;06B;8;S;6;Secured;Yes;Biology;Ecosystems;3;A;Reasoning;CR;;;1;Population_change_years_4-6;1.33172;0.93081;0;0;0;1;0;0;0;0;0;0;0;0;0
S062116C;S062116;S08;06C;8;S;6;Secured;Yes;Biology;Ecosystems;4;A;Reasoning;CR;;;1;Species_of_fish_best_survive;0.91021;1.33399;0;0;0;1;0;0;0;0;0;0;0;0;0
